kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_joined
8841297,00000000000000000000000000000000959456c0286f5c97e4d187f37c894c67,,CANDIDATE,CANDIDATE,,495.51899,0.01421,-0.01421,452.8313,0.0127,-0.0127,0.6052,0.0136,-0.4854,3.592,0.653,-0.653,297.6,53.7,-53.7,2.94,1.33,-0.96,305.0,2.03,2.75,-1.22,6.6,1.0,q1_q16_tce,6043.0,169.0,-186.0,4.038,0.305,-0.215,1.634,0.735,-0.537,19h56m18.79s,+45d03m17.3s,13.5,"CANDIDATE,CANDIDATE"
9659022,0000000000000000000000000000000049c7e6e44bd3a9fcfc2d77814edcc74e,,CANDIDATE,CANDIDATE,,511.882,0.01507,-0.01507,533.7435,0.0204,-0.0204,0.5102,0.081,-0.4133,4.822,0.842,-0.842,610.0,145.0,-145.0,2.56,1.14,-0.25,241.0,0.79,1.05,-0.23,6.5,1.0,q1_q16_tce,6141.0,163.0,-212.0,4.454,0.051,-0.303,1.007,0.449,-0.098,19h42m46.75s,+46d19m09.6s,15.462,"CANDIDATE,CANDIDATE"
9674789,0000000000000000000000000000000063a2035bc7c11a6654f88fe26fe77106,,CANDIDATE,CANDIDATE,,96.16705,0.002072,-0.002072,134.6749,0.0143,-0.0143,0.1194,0.364,-0.1194,2.775,0.534,-0.534,270.7,47.6,-47.6,1.15,0.22,-0.09,313.0,2.26,1.46,-0.57,7.2,1.0,q1_q16_tce,5147.0,201.0,-163.0,4.617,0.031,-0.106,0.716,0.135,-0.055,20h01m53.77s,+46d19m55.3s,13.419,"CANDIDATE,CANDIDATE"
9723746,00000000000000000000000000000000992a97ea28fa71a6477448f4f2406188,,CANDIDATE,CANDIDATE,,208.800733,0.006389,-0.006389,328.6955,0.0145,-0.0145,0.3095,0.187,-0.3093,1.964,0.653,-0.653,594.0,139.0,-139.0,2.88,1.8,-0.37,347.0,3.43,6.63,-1.2,4.9,1.0,q1_q16_tce,6208.0,159.0,-235.0,4.372,0.078,-0.349,1.168,0.732,-0.151,19h47m45.67s,+46d29m38.8s,15.239,"CANDIDATE,CANDIDATE"
7979297,000000000000000000000000000000006a54c61659b18bd9387068db95f6247e,,CANDIDATE,CANDIDATE,,292.09809,0.02104,-0.02104,324.4378,0.0358,-0.0358,0.5155,0.0827,-0.402,14.43,1.4,-1.4,528.8,57.3,-57.3,2.09,0.74,-0.17,267.0,1.2,1.26,-0.3,11.4,1.0,q1_q16_tce,5955.0,158.0,-174.0,4.534,0.032,-0.264,0.883,0.315,-0.072,19h51m01.19s,+43d47m21.3s,15.003,"CANDIDATE,CANDIDATE"
8946267,000000000000000000000000000000007906ce81e9467a7c7e6bcfed7c2b7ed7,,CANDIDATE,CANDIDATE,,542.91133,0.02675,-0.02675,409.6919,0.0281,-0.0281,0.3766,0.057,-0.3765,15.9,1.3,-1.3,750.1,78.7,-78.7,2.27,0.86,-0.18,199.0,0.37,0.43,-0.09,13.1,1.0,q1_q16_tce,5583.0,157.0,-147.0,4.559,0.03,-0.256,0.824,0.313,-0.065,19h17m20.02s,+45d14m33.5s,15.373,"CANDIDATE,CANDIDATE"
9832379,0000000000000000000000000000000005f879c394816081fbb6621ba21b78a7,,CANDIDATE,CANDIDATE,,189.961729,0.008865,-0.008865,288.3907,0.0196,-0.0196,0.1845,0.288,-0.1845,12.46,1.2,-1.2,699.9,83.6,-83.6,1.93,0.46,-0.13,260.0,1.08,0.79,-0.24,11.9,1.0,q1_q16_tce,5335.0,169.0,-143.0,4.613,0.027,-0.145,0.742,0.174,-0.053,19h29m33.16s,+46d36m54.4s,15.713,"CANDIDATE,CANDIDATE"
8044083,000000000000000000000000000000001a6e3f040de80079725ff893af31f58c,,CANDIDATE,CANDIDATE,,578.21805,0.01617,-0.01617,273.3259,0.0223,-0.0223,0.3937,0.0494,-0.3937,4.18,0.786,-0.786,637.0,134.0,-134.0,2.44,0.71,-0.23,223.0,0.59,0.5,-0.16,5.3,1.0,q1_q16_tce,6089.0,150.0,-193.0,4.495,0.045,-0.227,0.95,0.279,-0.089,19h47m04.45s,+43d51m43.2s,15.584,"CANDIDATE,CANDIDATE"
8971044,00000000000000000000000000000000e9b0f7615c84417a9d752b21db9df106,,CANDIDATE,CANDIDATE,,482.51701,0.0201,-0.0201,276.2043,0.0284,-0.0284,0.0846,0.3641,-0.0844,14.791,0.961,-0.961,573.0,59.3,-59.3,2.3,0.75,-0.2,242.0,0.8,0.76,-0.21,10.3,1.0,q1_q16_tce,6168.0,158.0,-187.0,4.488,0.044,-0.243,0.96,0.312,-0.086,19h49m55.95s,+45d17m28.1s,15.054,"CANDIDATE,CANDIDATE"
8094942,00000000000000000000000000000000ae268553263e4ea19543f85864194d9b,,CANDIDATE,CANDIDATE,,549.42772,0.01154,-0.01154,132.9476,0.0186,-0.0186,0.4315,0.0452,-0.4184,6.09,0.971,-0.971,719.1,80.8,-80.8,2.64,1.03,-0.21,223.0,0.58,0.67,-0.15,12.1,1.0,q1_q16_tce,5957.0,152.0,-192.0,4.498,0.036,-0.281,0.971,0.377,-0.079,19h23m23.35s,+43d57m45.9s,14.654,"CANDIDATE,CANDIDATE"
9012244,00000000000000000000000000000000ed12927ad43ba1597cb2f8fdd16e9333,,CANDIDATE,CANDIDATE,,376.934014,0.006116,-0.006116,267.4192,0.0168,-0.0168,0.6546,0.2914,-0.4192,4.28,0.871,-0.871,382.4,58.4,-58.4,2.13,0.73,-0.31,274.0,1.33,1.3,-0.48,6.1,1.0,q1_q16_tce,6074.0,154.0,-175.0,4.369,0.121,-0.242,1.034,0.351,-0.154,19h11m59.58s,+45d23m47.2s,13.797,"CANDIDATE,CANDIDATE"
9044060,00000000000000000000000000000000f00f443a194b24a44d7cf5c70a241d80,,CANDIDATE,CANDIDATE,,476.91977,0.0164,-0.0164,390.4731,0.0224,-0.0224,0.5589,0.0087,-0.4811,5.07,1.1,-1.1,193.6,39.3,-39.3,2.49,1.14,-0.83,321.0,2.49,3.37,-1.51,7.4,1.0,q1_q16_tce,6282.0,159.0,-197.0,4.063,0.271,-0.249,1.725,0.789,-0.575,19h53m07.94s,+45d22m24.9s,12.952,"CANDIDATE,CANDIDATE"
9851638,00000000000000000000000000000000098c9bf8005171290809ec908ac2a16b,,CANDIDATE,CANDIDATE,,351.25069,0.01422,-0.01422,226.8377,0.027,-0.027,0.1777,0.3011,-0.1774,3.648,0.58,-0.58,1324.0,240.0,-240.0,2.23,0.25,-0.2,186.0,0.28,0.12,-0.08,6.5,1.0,q1_q16_tce,4828.0,181.0,-170.0,4.63,0.06,-0.046,0.63,0.069,-0.058,19h55m46.39s,+46d40m47.2s,15.806,"CANDIDATE,CANDIDATE"
9079671,00000000000000000000000000000000339d31d41bafad943a52276ae19c5867,,CANDIDATE,CANDIDATE,,535.1515,0.007956,-0.007956,477.1303,0.0145,-0.0145,0.3162,0.1655,-0.3161,2.826,0.57,-0.57,362.3,59.9,-59.9,2.7,1.5,-0.92,258.0,1.04,1.81,-0.63,8.6,1.0,q1_q16_tce,5468.0,166.0,-130.0,4.085,0.354,-0.295,1.423,0.79,-0.483,19h11m03.32s,+45d28m55.8s,12.706,"CANDIDATE,CANDIDATE"
9087853,000000000000000000000000000000005c3a5f1ba9cf53fa21bb5a04fa5439b6,,CANDIDATE,CANDIDATE,,353.65927,0.01369,-0.01369,482.263,0.0298,-0.0298,0.247,0.2097,-0.2469,4.543,0.722,-0.722,1018.0,173.0,-173.0,2.58,0.75,-0.18,223.0,0.58,0.5,-0.13,7.5,1.0,q1_q16_tce,5438.0,154.0,-149.0,4.574,0.024,-0.197,0.82,0.238,-0.06,19h25m51.64s,+45d28m12.3s,15.871,"CANDIDATE,CANDIDATE"
9097470,0000000000000000000000000000000029ad29b49bd1d680d9eec200b44aad23,,CANDIDATE,CANDIDATE,,346.4174,0.02027,-0.02027,460.5646,0.0427,-0.0427,0.1572,0.3143,-0.1572,9.23,1.3,-1.3,662.0,106.0,-106.0,2.41,1.01,-0.21,251.0,0.94,1.16,-0.26,7.9,1.0,q1_q16_tce,5754.0,166.0,-181.0,4.49,0.046,-0.292,0.946,0.394,-0.084,19h39m18.66s,+45d28m11.8s,15.612,"CANDIDATE,CANDIDATE"
9941136,00000000000000000000000000000000f2abdeb9e98e3602191647eaf9557ae2,,CANDIDATE,CANDIDATE,,376.24253,0.01399,-0.01399,392.8316,0.0286,-0.0286,0.328,0.1504,-0.3279,4.064,0.949,-0.949,185.7,36.2,-36.2,1.32,0.51,-0.14,254.0,0.99,1.12,-0.28,6.3,1.0,q1_q16_tce,5916.0,153.0,-167.0,4.463,0.06,-0.275,0.96,0.374,-0.099,19h06m31.36s,+46d50m36.1s,13.772,"CANDIDATE,CANDIDATE"
7186436,000000000000000000000000000000004557c16a8a8c5f8fc132bc83d7f3d6c4,,CANDIDATE,CANDIDATE,,585.64118,0.02311,-0.02311,248.4981,0.0324,-0.0324,0.5274,0.0746,-0.4387,13.97,1.4,-1.4,565.2,63.5,-63.5,2.2,0.91,-0.18,207.0,0.43,0.54,-0.11,12.5,1.0,q1_q16_tce,5779.0,161.0,-171.0,4.526,0.031,-0.298,0.901,0.375,-0.073,19h08m04.69s,+42d45m04.6s,14.644,"CANDIDATE,CANDIDATE"
9114614,00000000000000000000000000000000ace46fb6bf939884c81f38c666970f47,,CANDIDATE,CANDIDATE,,441.61919,0.01945,-0.01945,348.5033,0.0272,-0.0272,0.5027,0.007,-0.4629,5.372,0.731,-0.731,820.0,151.0,-151.0,1.71,0.16,-0.17,152.0,0.12,0.05,-0.03,7.8,1.0,q1_q16_tce,4351.0,127.0,-138.0,4.659,0.06,-0.034,0.592,0.054,-0.06,19h58m16.10s,+45d28m24.8s,14.497,"CANDIDATE,CANDIDATE"
9953491,0000000000000000000000000000000000225247c386f3480b6abd6946bf6af7,,CANDIDATE,CANDIDATE,,362.0619,0.01788,-0.01788,154.1605,0.0361,-0.0361,0.524,0.4427,-0.3103,14.02,1.0,-1.0,886.2,89.8,-89.8,2.12,0.42,-0.15,203.0,0.41,0.25,-0.09,13.5,1.0,q1_q16_tce,5271.0,173.0,-140.0,4.636,0.028,-0.117,0.698,0.137,-0.048,19h31m01.33s,+46d48m42.6s,15.766,"CANDIDATE,CANDIDATE"
9968924,000000000000000000000000000000009be14998796816098a0383dd5b8e88c6,,CANDIDATE,CANDIDATE,,411.447056,0.005658,-0.005658,522.27374,0.00763,-0.00763,0.287,0.1487,-0.287,3.481,0.24,-0.24,285.2,34.1,-34.1,2.86,1.45,-0.84,342.0,3.22,4.9,-1.87,7.3,1.0,q1_q16_tce,6519.0,174.0,-267.0,4.108,0.219,-0.287,1.672,0.847,-0.495,19h53m05.97s,+46d50m14.5s,13.81,"CANDIDATE,CANDIDATE"
7205717,00000000000000000000000000000000d10e18cb67792cbdc2540c42d2a32c3a,,CANDIDATE,CANDIDATE,,212.60398,0.01455,-0.01455,213.4113,0.0283,-0.0283,0.0513,0.3936,-0.0511,5.74,1.3,-1.3,188.5,30.2,-30.2,1.64,0.71,-0.29,337.0,3.06,3.94,-1.25,7.1,1.0,q1_q16_tce,5834.0,162.0,-182.0,4.284,0.157,-0.245,1.207,0.521,-0.218,19h33m47.67s,+42d44m41.7s,14.01,"CANDIDATE,CANDIDATE"
8294683,000000000000000000000000000000004d72e8460af5383f21892d8fdd1030cc,,CANDIDATE,CANDIDATE,,122.58481,0.01187,-0.01187,178.4735,0.0775,-0.0775,0.3468,0.1077,-0.3467,22.37,2.4,-2.4,318.9,45.8,-45.8,1.19,0.15,-0.11,279.0,1.43,0.68,-0.4,7.6,1.0,q1_q16_tce,5003.0,187.0,-166.0,4.602,0.058,-0.057,0.669,0.087,-0.061,19h20m03.71s,+44d12m20.1s,15.443,"CANDIDATE,CANDIDATE"
8307489,00000000000000000000000000000000f8b159a7c646c2f975c79fc24129be44,,CANDIDATE,CANDIDATE,,421.98194,0.01639,-0.01639,226.9386,0.0272,-0.0272,0.1494,0.2694,-0.1494,13.799,0.659,-0.659,173.1,14.5,-14.5,2.02,1.2,-0.42,334.0,2.96,5.29,-1.34,15.0,1.0,q1_q16_tce,6760.0,152.0,-232.0,4.193,0.136,-0.334,1.515,0.905,-0.314,19h38m28.23s,+44d13m00.8s,12.338,"CANDIDATE,CANDIDATE"
9994381,0000000000000000000000000000000098ee6cc8f042d13c8b7c905965e7a305,,CANDIDATE,CANDIDATE,,281.95332,0.004673,-0.004673,231.2826,0.0126,-0.0126,0.6164,0.0113,-0.5004,2.756,0.361,-0.361,1039.0,152.0,-152.0,2.31,0.32,-0.17,204.0,0.41,0.19,-0.09,7.6,1.0,q1_q16_tce,4864.0,150.0,-130.0,4.628,0.031,-0.073,0.692,0.093,-0.053,18h51m44.28s,+46d59m41.5s,15.399,"CANDIDATE,CANDIDATE"
10007916,000000000000000000000000000000005932bf11b681b466f2839c62d35c1146,,CANDIDATE,CANDIDATE,,388.67155,0.01203,-0.01203,211.0496,0.0182,-0.0182,0.0576,0.3935,-0.0576,11.701,0.798,-0.798,371.3,47.2,-47.2,1.49,0.33,-0.12,210.0,0.46,0.31,-0.11,10.1,1.0,q1_q16_tce,5354.0,161.0,-144.0,4.587,0.027,-0.147,0.788,0.177,-0.061,19h20m57.06s,+46d58m48.2s,14.829,"CANDIDATE,CANDIDATE"
8352009,00000000000000000000000000000000d75f0abccc4f62ead1740904a78775f8,,CANDIDATE,CANDIDATE,,641.60204,0.02038,-0.02038,170.8404,0.0275,-0.0275,0.3218,0.1159,-0.3217,16.762,0.939,-0.939,237.3,23.2,-23.2,1.61,0.8,-0.14,230.0,0.66,0.97,-0.18,10.6,1.0,q1_q16_tce,6277.0,168.0,-204.0,4.449,0.044,-0.314,1.031,0.511,-0.089,19h03m10.97s,+44d21m01.8s,14.152,"CANDIDATE,CANDIDATE"
10027861,00000000000000000000000000000000a1f2f15597af6a63bec25b142fb4fdf3,,CANDIDATE,CANDIDATE,,102.493119,0.001322,-0.001322,166.0094,0.0105,-0.0105,0.9591,0.0,-0.6667,2.814,0.421,-0.421,636.1,90.1,-90.1,2.7,0.45,-0.19,317.0,2.37,1.31,-0.53,8.3,1.0,q1_q16_tce,5166.0,171.0,-140.0,4.583,0.024,-0.117,0.791,0.132,-0.055,19h50m39.45s,+46d56m41.4s,15.142,"CANDIDATE,CANDIDATE"
10098540,00000000000000000000000000000000a068f8e8885e30d23603d1b6a9346f1f,,CANDIDATE,CANDIDATE,,286.02266,0.01665,-0.01665,373.7304,0.0398,-0.0398,0.3591,0.1081,-0.359,10.43,1.6,-1.6,1036.0,170.0,-170.0,2.03,0.16,-0.2,180.0,0.25,0.08,-0.07,9.8,1.0,q1_q16_tce,4368.0,131.0,-128.0,4.624,0.055,-0.025,0.637,0.049,-0.064,19h58m20.31s,+47d00m02.8s,15.45,"CANDIDATE,CANDIDATE"
7416016,000000000000000000000000000000009ed020080fe1db5e71808aac269fdc39,,CANDIDATE,CANDIDATE,,297.78282,0.01445,-0.01445,233.4002,0.0347,-0.0347,0.2697,0.208,-0.2696,18.38,1.6,-1.6,392.4,44.3,-44.3,1.17,0.09,-0.14,167.0,0.18,0.06,-0.06,10.8,1.0,q1_q16_tce,4192.0,120.0,-141.0,4.657,0.071,-0.03,0.59,0.049,-0.072,18h41m25.08s,+43d03m24.0s,14.587,"CANDIDATE,CANDIDATE"
7416646,00000000000000000000000000000000526ca1e7fc3b7c3182c32b0211ce2b85,,CANDIDATE,CANDIDATE,,365.739893,0.006529,-0.006529,278.581,0.0132,-0.0132,0.6206,0.2197,-0.3689,1.218,0.47,-0.47,300.7,70.6,-70.6,1.73,0.91,-0.25,241.0,0.8,1.28,-0.28,4.7,1.0,q1_q16_tce,5420.0,160.0,-139.0,4.396,0.135,-0.334,0.953,0.501,-0.139,18h42m53.49s,+43d03m55.7s,12.962,"CANDIDATE,CANDIDATE"
9209981,0000000000000000000000000000000029337781e63b96e858061eafde43d2f7,,CANDIDATE,CANDIDATE,,290.02002,0.02026,-0.02026,138.2587,0.0519,-0.0519,0.5367,0.0052,-0.4904,23.87,2.0,-2.0,172.5,24.2,-24.2,1.56,0.81,-0.18,321.0,2.51,3.87,-0.83,7.6,1.0,q1_q16_tce,6452.0,153.0,-240.0,4.384,0.068,-0.308,1.148,0.599,-0.135,19h12m02.68s,+45d41m13.8s,14.737,"CANDIDATE,CANDIDATE"
9220614,0000000000000000000000000000000036153b215f22b95fa58052e93d902881,,CANDIDATE,CANDIDATE,,570.01886,0.01442,-0.01442,375.0523,0.0175,-0.0175,0.1946,0.2543,-0.1942,3.52,0.616,-0.616,428.5,82.9,-82.9,1.62,0.44,-0.12,190.0,0.31,0.25,-0.07,6.8,1.0,q1_q16_tce,5496.0,151.0,-143.0,4.579,0.029,-0.172,0.79,0.215,-0.06,19h31m10.46s,+45d41m16.3s,14.441,"CANDIDATE,CANDIDATE"
7539277,00000000000000000000000000000000d8bbe1c59a61e2c35838ea15ce10385b,,CANDIDATE,CANDIDATE,,551.22396,0.01828,-0.01828,185.7811,0.0233,-0.0233,0.2134,0.2319,-0.2133,5.896,0.812,-0.812,570.7,74.4,-74.4,2.1,0.89,-0.14,206.0,0.42,0.54,-0.09,17.2,1.0,q1_q16_tce,5691.0,156.0,-158.0,4.544,0.023,-0.305,0.887,0.373,-0.06,19h40m07.16s,+43d07m45.9s,14.465,"CANDIDATE,CANDIDATE"
11444772,0000000000000000000000000000000054ef37e17697389f9afd862579d8052e,,CANDIDATE,CANDIDATE,,395.94327,0.02707,-0.02707,183.6179,0.0564,-0.0564,0.1116,0.3376,-0.1116,16.09,1.4,-1.4,1506.0,145.0,-145.0,2.53,0.24,-0.2,172.0,0.21,0.07,-0.05,14.5,1.0,q1_q16_tce,4596.0,146.0,-134.0,4.63,0.032,-0.05,0.678,0.065,-0.053,19h02m49.30s,+49d20m33.5s,15.921,"CANDIDATE,CANDIDATE"
11457664,00000000000000000000000000000000aeb2dad4017c2e9cd0b613fedeed81cc,,CANDIDATE,CANDIDATE,,150.728285,0.002327,-0.002327,223.0487,0.0114,-0.0114,0.2751,0.3162,-0.275,2.718,0.629,-0.629,213.5,76.1,-76.1,1.27,0.54,-0.1,321.0,2.51,3.11,-0.6,5.6,1.0,q1_q16_tce,5778.0,155.0,-156.0,4.544,0.029,-0.299,0.871,0.364,-0.069,19h32m39.14s,+49d23m00.0s,14.396,"CANDIDATE,CANDIDATE"
11465658,000000000000000000000000000000005de821e87a32b238458b764b5aaad520,,CANDIDATE,CANDIDATE,,253.790434,0.006637,-0.006637,267.5242,0.0214,-0.0214,0.1412,0.3404,-0.1411,3.702,0.962,-0.962,604.0,143.0,-143.0,2.06,0.75,-0.17,253.0,0.97,1.09,-0.23,6.4,1.0,q1_q16_tce,5426.0,172.0,-144.0,4.535,0.036,-0.245,0.85,0.311,-0.067,19h46m31.63s,+49d21m47.9s,15.327,"CANDIDATE,CANDIDATE"
11598638,00000000000000000000000000000000bc180c5ff0cefb7ee35fa1adf1798265,,CANDIDATE,CANDIDATE,,359.854745,0.009453,-0.009453,305.6179,0.0194,-0.0194,0.8071,0.14,-0.5764,3.429,0.64,-0.64,302.4,49.1,-49.1,2.25,1.4,-0.26,302.0,1.97,3.71,-0.63,6.1,1.0,q1_q16_tce,6495.0,152.0,-221.0,4.379,0.065,-0.355,1.168,0.726,-0.137,18h58m12.88s,+49d41m04.9s,13.728,"CANDIDATE,CANDIDATE"
11616434,000000000000000000000000000000002c19bef13b39017ee50d86fd073f7d7f,,CANDIDATE,CANDIDATE,,291.306507,0.005553,-0.005553,362.2906,0.0121,-0.0121,0.3377,0.1493,-0.3377,2.91,0.474,-0.474,1132.0,184.0,-184.0,2.49,0.38,-0.24,219.0,0.54,0.27,-0.15,7.1,1.0,q1_q16_tce,5031.0,162.0,-131.0,4.548,0.062,-0.107,0.748,0.113,-0.073,19h38m45.81s,+49d37m37.2s,15.789,"CANDIDATE,CANDIDATE"
11860294,00000000000000000000000000000000ee2b6e91af745a4376d7a557dd8a4c15,,CANDIDATE,CANDIDATE,,545.205601,0.007326,-0.007326,237.24091,0.00857,-0.00857,0.3515,0.0941,-0.3514,3.296,0.329,-0.329,199.7,27.6,-27.6,1.66,1.0,-0.22,257.0,1.03,1.92,-0.36,7.1,1.0,q1_q16_tce,6273.0,168.0,-229.0,4.345,0.094,-0.334,1.155,0.7,-0.149,19h18m36.83s,+50d07m40.8s,12.812,"CANDIDATE,CANDIDATE"
12007270,00000000000000000000000000000000053aa1156df630a8cef3b62c1d0185b3,,CANDIDATE,CANDIDATE,,398.51312,0.0193,-0.0193,165.2177,0.0388,-0.0388,0.5091,0.4959,-0.2889,5.41,1.1,-1.1,249.2,60.4,-60.4,1.23,0.55,-0.08,222.0,0.58,0.77,-0.12,5.9,1.0,q1_q16_tce,5776.0,161.0,-140.0,4.596,0.029,-0.287,0.759,0.339,-0.05,19h12m43.81s,+50d29m54.1s,13.843,"CANDIDATE,CANDIDATE"
12009917,000000000000000000000000000000004b40e2711a99e71201791b73ddfb3d75,,CANDIDATE,CANDIDATE,,559.785594,0.008732,-0.008732,433.1966,0.0146,-0.0146,0.411,0.0489,-0.4108,3.496,0.504,-0.504,274.8,43.5,-43.5,1.88,0.89,-0.24,249.0,0.92,1.28,-0.3,7.3,1.0,q1_q16_tce,6201.0,154.0,-188.0,4.352,0.101,-0.29,1.111,0.528,-0.142,19h18m44.52s,+50d24m33.2s,13.295,"CANDIDATE,CANDIDATE"
12020376,00000000000000000000000000000000e2f8e390a2e425a287b29102bb1a0dbe,,CANDIDATE,CANDIDATE,,109.43946,0.003022,-0.003022,223.4128,0.0236,-0.0236,0.0905,0.3729,-0.0903,3.801,0.84,-0.84,187.1,30.4,-30.4,1.0,0.25,-0.07,314.0,2.31,1.78,-0.52,7.3,1.0,q1_q16_tce,5359.0,170.0,-137.0,4.611,0.028,-0.152,0.741,0.186,-0.053,19h41m55.22s,+50d25m16.6s,13.718,"CANDIDATE,CANDIDATE"
12071775,000000000000000000000000000000007ced839f170e11c7f8eed53e37ea092a,,CANDIDATE,CANDIDATE,,164.507439,0.00452,-0.00452,212.7605,0.0209,-0.0209,0.3819,0.0915,-0.3818,11.428,0.623,-0.623,433.8,45.1,-45.1,2.15,0.77,-0.31,346.0,3.39,3.63,-1.19,11.7,1.0,q1_q16_tce,5866.0,169.0,-175.0,4.382,0.114,-0.246,1.02,0.368,-0.146,19h45m38.13s,+50d35m06.6s,15.025,"CANDIDATE,CANDIDATE"
12168895,000000000000000000000000000000005080a06d7d1cd01dbfa1aef2860ac7e3,,CANDIDATE,CANDIDATE,,251.48808,0.03783,-0.03783,192.461,0.139,-0.139,0.8011,0.0146,-0.6006,6.8,2.6,-2.6,305.0,136.0,-136.0,1.74,0.71,-0.14,284.0,1.55,1.84,-0.4,6.4,1.0,q1_q16_tce,5979.0,156.0,-175.0,4.52,0.036,-0.294,0.902,0.366,-0.076,19h44m57.97s,+50d46m49.8s,14.495,"CANDIDATE,CANDIDATE"
12505590,0000000000000000000000000000000024837a4ce7ed1bb039ef77118f2ec0f9,,CANDIDATE,CANDIDATE,,449.87203,0.012,-0.012,298.195,0.0157,-0.0157,0.1377,0.3263,-0.1376,6.539,0.517,-0.517,1130.0,135.0,-135.0,2.59,0.75,-0.19,199.0,0.37,0.33,-0.09,10.5,1.0,q1_q16_tce,5310.0,172.0,-139.0,4.578,0.029,-0.175,0.786,0.226,-0.059,19h14m30.65s,+51d24m00.5s,15.29,"CANDIDATE,CANDIDATE"
12506986,00000000000000000000000000000000076a9543a073d27455d9100972f2e799,,CANDIDATE,CANDIDATE,,419.93373,0.04054,-0.04054,391.9313,0.0289,-0.0289,0.4097,0.0296,-0.4095,10.29,1.1,-1.1,285.0,32.8,-32.8,1.82,0.72,-0.17,285.0,1.57,1.74,-0.44,12.0,1.0,q1_q16_tce,6686.0,149.0,-203.0,4.425,0.053,-0.273,1.053,0.412,-0.1,19h17m36.58s,+51d26m30.3s,12.71,"CANDIDATE,CANDIDATE"
10991431,000000000000000000000000000000002dcf0f714254e3bf5f28d37ebf109006,,CANDIDATE,CANDIDATE,,322.221973,0.008706,-0.008706,217.0496,0.0206,-0.0206,0.2141,0.2287,-0.2138,7.531,0.747,-0.747,465.6,64.2,-64.2,2.18,0.88,-0.24,277.0,1.4,1.68,-0.43,8.9,1.0,q1_q16_tce,6026.0,164.0,-200.0,4.437,0.064,-0.282,1.006,0.408,-0.109,19h53m13.74s,+48d28m56.9s,14.718,"CANDIDATE,CANDIDATE"
12734110,000000000000000000000000000000004a9d548d79634c39dfb9c5b6cb568060,,CANDIDATE,CANDIDATE,,364.18129,0.02235,-0.02235,245.1789,0.0306,-0.0306,0.0594,0.4299,-0.0592,6.65,1.1,-1.1,469.5,95.8,-95.8,1.78,0.7,-0.16,209.0,0.45,0.59,-0.12,7.0,1.0,q1_q16_tce,4988.0,209.0,-153.0,4.498,0.07,-0.407,0.85,0.334,-0.076,19h14m52.57s,+51d54m51.2s,14.923,"CANDIDATE,CANDIDATE"
11100170,00000000000000000000000000000000a01b68ccd26d90bb35cabbfae58a8a78,,CANDIDATE,CANDIDATE,,114.406187,0.0015,-0.0015,225.7127,0.00905,-0.00905,0.2729,0.2012,-0.2728,4.92,0.294,-0.294,1306.0,143.0,-143.0,2.42,0.23,-0.23,267.0,1.21,0.47,-0.35,11.4,1.0,q1_q16_tce,4641.0,177.0,-160.0,4.589,0.051,-0.037,0.691,0.065,-0.067,19h54m18.06s,+48d40m06.1s,15.746,"CANDIDATE,CANDIDATE"
11129145,000000000000000000000000000000007bb703328aa1ab9da97a463d9cda8aae,,CANDIDATE,CANDIDATE,,132.114,0.002469,-0.002469,238.008,0.0142,-0.0142,0.2502,0.2276,-0.2502,2.514,0.481,-0.481,216.8,39.2,-39.2,0.75,0.05,-0.07,217.0,0.52,0.17,-0.14,5.7,1.0,q1_q16_tce,4342.0,135.0,-141.0,4.715,0.06,-0.035,0.523,0.04,-0.048,19h09m52.38s,+48d45m31.2s,13.586,"CANDIDATE,CANDIDATE"
11145391,00000000000000000000000000000000d6beaa19dfd672616d6a80c514b655f8,,CANDIDATE,CANDIDATE,,623.2344,0.01415,-0.01415,274.3089,0.0178,-0.0178,0.0831,0.3252,-0.083,14.448,0.652,-0.652,602.8,46.7,-46.7,2.04,0.9,-0.21,196.0,0.35,0.47,-0.1,15.8,1.0,q1_q16_tce,5600.0,180.0,-145.0,4.496,0.071,-0.275,0.839,0.368,-0.089,19h41m54.46s,+48d45m54.3s,14.645,"CANDIDATE,CANDIDATE"
11182213,00000000000000000000000000000000e43b7d400f888e26c17db23d79a12504,,CANDIDATE,CANDIDATE,,189.456089,0.004565,-0.004565,233.6331,0.0149,-0.0149,0.2906,0.3454,-0.2904,3.077,0.929,-0.929,453.0,175.0,-175.0,2.2,0.79,-0.3,337.0,3.04,3.21,-1.03,5.4,1.0,q1_q16_tce,5991.0,166.0,-176.0,4.387,0.104,-0.25,1.026,0.367,-0.14,19h08m53.64s,+48d48m47.7s,15.242,"CANDIDATE,CANDIDATE"
